itemCollection_faction_Marian,,,
Weapon_RocketLauncher_RL10_0_STOCK,Weapon,0,1
Weapon_RocketLauncher_RL15_0_STOCK,Weapon,0,1
Weapon_RocketLauncher_RL20_0_STOCK,Weapon,0,1
Weapon_RocketLauncher_RL40_0_STOCK,Weapon,0,1
Weapon_RocketLauncher_RL10_Inferno,Weapon,0,1
Weapon_RocketLauncher_RL15_Inferno,Weapon,0,1
Weapon_RocketLauncher_RL20_Inferno,Weapon,0,1
Weapon_RocketLauncher_RL10_Reload,Weapon,0,1
Weapon_RocketLauncher_RL15_Reload,Weapon,0,1
Weapon_RocketLauncher_RL20_Reload,Weapon,0,1
Weapon_RocketLauncher_RL40_Reload,Weapon,0,1
mechdef_commando_COM-4H,MechPart,0,1
mechdef_centurion_CN9-H,MechPart,0,1
mechdef_marauderII_MAD-4HB,MechPart,0,1
mechdef_ba_marauder,Mech,0,1
mechdef_ba_ravager,Mech,0,1
Gear_Contract_Mech_Goliath_Marian,Upgrade,0,1
Gear_Contract_BattleArmor_Marauder_Marian,Upgrade,0,1
Gear_Contract_Tank_Carrier_Mortar_Marian,Upgrade,0,1
