itemCollection_faction_Liao,,,
itemCollection_systemStores_Mechs_Liao_Light,Reference,0,1
itemCollection_systemStores_Mechs_Liao_Medium,Reference,0,1
itemCollection_systemStores_MechParts_Liao_Light,Reference,0,1
itemCollection_systemStores_MechParts_Liao_Medium,Reference,0,1
itemCollection_systemStores_MechParts_Liao_Heavy,Reference,0,1
Ammo_AmmunitionBox_HVAC_AC2,AmmunitionBox,0,1
Ammo_AmmunitionBox_HVAC_AC5,AmmunitionBox,0,1
Ammo_AmmunitionBox_HVAC_AC10,AmmunitionBox,0,1
Weapon_Autocannon_HVAC2_0-STOCK,Weapon,0,1
Weapon_Autocannon_HVAC5_0-STOCK,Weapon,0,1
Weapon_Autocannon_HVAC10_0-STOCK,Weapon,0,1
emod_armorslots_stealth,Upgrade,0,1
Gear_Sensors_StealthField,Upgrade,0,1
mechdef_ba_fashih,Mech,0,10
